restaurant_name,address,price_level,parking_available,review_score,restaurant_type,num_ratings,price_low,price_high,price_mid,parking_free_street_parking,parking_free_parking_lot,parking_parking,parking_paid_street_parking,parking_paid_parking_lot,parking_on_site_parking,parking_valet_parking,parking_free_parking_garage,has_free_parking,city,state,zip
Café Arrivederci,"11 G St, San Rafael, CA 94901",$$,Free street parking,4.5,italian restaurant,366,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Jack in the Box,"1814 Second St, San Rafael, CA 94901",$,Free parking lot|Free street parking|Parking,3.5,fast food restaurant,829,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
IHOP,"1825 4th St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,4,breakfast restaurant,538,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Urban Remedy,"1904 4th St, San Rafael, CA 94901",,,4.6,organic food store,59,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Pond Farm Brewing Co.,"1848 4th St, San Rafael, CA 94901",$10–20,Free street parking,4.7,brewpub,230,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Carmen's La Hacienda Fairfax,"715 Center Blvd, Fairfax, CA 94930",$10–20,Free street parking|Parking,4.6,mexican restaurant,67,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fairfax,CA,94930
Arigatou Japanese Food To Go,"2046 4th St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,4.5,takeout restaurant,127,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
McDonald's,"2114 4th St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,3.6,fast food restaurant,535,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Mountain Mike's Pizza,"2100 4th St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking,4,pizza restaurant,147,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Miracle Mile Cafe,"2130 4th St, San Rafael, CA 94901",$20–30,Free parking lot|Free street parking|Parking,4.7,american restaurant,614,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Ghiringhelli's Pizzeria,"45 Broadway, Fairfax, CA 94930",$20–30,Free parking lot|Free street parking,4.4,pizza restaurant,54,20,30,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fairfax,CA,94930
Stillwater,"23 Broadway, Fairfax, CA 94930",$$,Free parking lot|Free street parking|Parking,4.6,restaurant,116,,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fairfax,CA,94930
Cafe 4040,"4040 Civic Center Dr Suite120, San Rafael, CA 94903",$10–20,Free street parking,4.7,restaurant,52,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Black Bear Diner San Rafael,"490 Las Gallinas Ave, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.2,american restaurant,1207,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Mi Pueblo San Rafael,"5800 Northgate Dr Suite 138, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,277,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Panda Express,"5800 Northgate Dr Mall 142, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,3.5,chinese restaurant,316,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Roadside BBQ,"5000 Northgate Dr #135, San Rafael, CA 94903",$20–30,Free parking lot|Free street parking|Parking,4,barbecue restaurant,239,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Chipotle Mexican Grill,"5800 Northgate Dr, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,3.6,mexican restaurant,290,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Starbucks,"260 Northgate Dr, San Rafael, CA 94903",$1–10,Free parking lot|Free street parking|Parking,4,coffee shop,400,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Calgang Thai Eatery,"194 Northgate Dr one, San Rafael, CA 94903",$10–20,Free street parking,4,thai restaurant,216,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
ALOH-O,"276 Northgate Dr, San Rafael, CA 94903",$10–20,Free street parking|Parking,4.4,japanese restaurant,141,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Round Table Pizza,"186 Northgate Dr, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.1,pizza restaurant,208,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Sonoma Taco Shop,"210 Northgate One, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.3,mexican restaurant,561,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Ikoi Sushi,"601 Del Ganado Rd, San Rafael, CA 94903",$20–30,Free parking lot|Free street parking|Parking,4.4,sushi restaurant,164,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Tender Tenders,"1815 4th St, San Rafael, CA 94901",$10–20,Free parking garage|Free parking lot|Free street parking|Paid parking garage|Paid street parking|Parking,4.6,chicken restaurant,176,10,20,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,San Rafael,CA,94901
Habit Burger & Grill,"496 Las Gallinas Ave, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4,hamburger restaurant,147,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
The Cafe by Ryan Scott 2 Go,"1119 San Anselmo Ave, San Anselmo, CA 94960",$10–20,Free street parking|Parking,4.7,restaurant,26,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Anselmo,CA,94960
Lo Coco's Authentic Italian Pizzeria,"631 Del Ganado Rd, San Rafael, CA 94903",$20–30,Free parking lot|Free street parking|Parking,4.7,pizza restaurant,274,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Sonora Market & Taqueria,"649 Del Ganado Rd, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.6,mexican restaurant,180,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Panchitos Restaurant,"667 Del Ganado Rd, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking,4.6,mexican restaurant,201,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
BISCUITS & BUNS,"641 Del Ganado Rd, San Rafael, CA 94903",,,4.9,bakery,33,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94903
The Monk's Kettle Terra Linda,"655 Del Ganado Rd, San Rafael, CA 94903",$20–30,Free parking lot|Parking,4.2,gastropub,136,20,30,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Hillside Tavern,"1010 Northgate Dr, San Rafael, CA 94903",$20–30,Free street parking,4.1,restaurant,7,20,30,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Bah Mi Ba,"1 Bolinas Rd, Fairfax, CA 94930",$10–20,,4.7,vietnamese restaurant,47,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Fairfax,CA,94930
Cafe Tikal,"1601 Sir Francis Drake Blvd, Fairfax, CA 94930",,Free street parking,,restaurant,0,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Fairfax,CA,94930
Red Boy Pizza,"2042B 4th St, San Rafael, CA 94901",$20–30,Free street parking,4.2,pizza restaurant,76,20,30,25,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Lou’s Takeaway,"621A Del Ganado Rd, San Rafael, CA 94903",$10–20,Free parking lot|Parking,4.9,restaurant,198,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
The Hub,"882 Sir Francis Drake Blvd, San Anselmo, CA 94960",$10–20,Free parking lot|Parking,4.3,american restaurant,159,10,20,15,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Anselmo,CA,94960
Redwood Cafe,"175 Paul Dr., San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.6,american restaurant,209,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Sakura Sushi,"100 Smith Ranch Rd, San Rafael, CA 94903",$30–50,Free parking lot|Free street parking|Parking,4.1,sushi restaurant,235,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Mulberry Street Pizzeria,"101 Smith Ranch Rd C, San Rafael, CA 94903",$20–30,Free parking lot|Free street parking|Parking,4.4,pizza restaurant,305,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Le Chalet Basque Restaurant,"405 N San Pedro Rd, San Rafael, CA 94903",$30–50,Free parking lot|Free street parking|Parking,4.4,basque restaurant,363,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
The Club Restaurant,"350 Smith Ranch Rd, San Rafael, CA 94903",$20–30,Free parking lot|Free street parking|Parking,4.1,american restaurant,212,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
san rafael yacht club,"1201 B St, San Rafael, CA 94901",,,,american restaurant,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Consuelo's Kitchen,"1032 1st St, Novato, CA 94947",$10–20,Free parking lot|Free street parking|Parking,4.9,mexican restaurant,55,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Novato,CA,94947
Zitounia,"1000-1040 D St, San Rafael, CA 94901",,,,family restaurant,0,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Red Rooster Brick Oven,"901 B St, San Rafael, CA 94901",$20–30,Free street parking|Paid parking lot|Paid street parking|Parking,4.6,pizza restaurant,200,20,30,25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Antigua’s Café Restaurant,"817 4th St, San Rafael, CA 94901",$10–20,Free street parking,3.3,restaurant,33,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
El Cuscatlan San Rafael,"1017 4th St, San Rafael, CA 94901",$10–20,Free street parking,4.5,salvadoran restaurant,48,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Chiki's Taco,"855 3rd St, San Rafael, CA 94901",,,5,mexican restaurant,6,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
RangeCafe Bar and Grill,"337 Biscayne Dr, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,4.1,american restaurant,96,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Chavarria's Mexican Fusion,"B St, San Rafael, CA 94901",,Free parking lot|Free street parking,5,taco restaurant,4,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Thuan Phat Vietnamese Sandwiches,"969 Grand Ave, San Rafael, CA 94901",$1–10,Free parking lot|Free street parking|Parking,5,vietnamese restaurant,23,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
California Gold,"848 B St, San Rafael, CA 94901",$10–20,Free parking garage|Free street parking|Paid parking garage|Paid street parking|Parking,4.7,cocktail bar,240,10,20,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,San Rafael,CA,94901
Julie's Hummus Bar & Grill,"1026 Court St, San Rafael, CA 94901",$10–20,,4.6,mediterranean restaurant,224,10,20,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Pupuseria Blankita,"48b N San Pedro Rd, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.8,restaurant,209,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Cereal Bar,"975 Grand Ave, San Rafael, CA 94901",$1–10,,4.9,restaurant,13,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Banh Mi & Coffee,"969 Grand Ave, San Rafael, CA 94901",$1–10,,4.8,vietnamese restaurant,60,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
El Burrito Jalisciense,"927 Lincoln Ave, San Rafael, CA 94901",$10–20,Free street parking,4.4,mexican restaurant,29,10,20,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Epicurean Group,"100 Magnolia Ave, San Rafael, CA 94901",,,3,restaurant,2,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Caleruega Dining Hall,"100 Magnolia Ave, San Rafael, CA 94901",$1–10,,3.6,buffet restaurant,34,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
New Delhi Indian Cuisine,"On the corner of Tamalpias Ave, 704 4th St, San Rafael, CA 94901",$10–20,Free street parking|Paid street parking|Parking,4.8,indian restaurant,236,10,20,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
The Burren House Irish Pub & Kitchen,"925 4th St, San Rafael, CA 94901",$20–30,Paid parking garage|Paid parking lot|Paid street parking|Parking,4.8,irish pub,148,20,30,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
TuTu Lounge,"1335 4th St, San Rafael, CA 94901",$20–30,Paid parking garage|Paid street parking|Parking,4.7,brunch restaurant,93,20,30,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Red Oak Craft Bar and Rotisserie,"101 McInnis Pkwy, San Rafael, CA 94903",$$,Free parking lot|Free street parking,3.9,restaurant,10,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Cafe Villa,"1602 Lincoln Ave, San Rafael, CA 94901",$20–30,Free parking lot|Free street parking|Parking,4.7,restaurant,48,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Genji Sushi,"340 3rd St, San Rafael, CA 94901",$$,Free street parking,,sushi restaurant,0,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Wrap N Kabob,"811 4th St, San Rafael, CA 94901",$10–20,Paid street parking|Parking,4.6,kebab shop,143,10,20,15,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Kuma Cafe,"1128 4th St, San Rafael, CA 94901",$1–10,,4,cafe,73,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Banh Mi Zon - San Rafael,"76 San Pablo Ave, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.4,vietnamese restaurant,198,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Subway,"6099 Horseshoe Bar Rd, Loomis, CA 95650",$10–20,Free parking lot|Free street parking,3.4,sandwich shop,51,10,20,15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Loomis,CA,95650
Marin Comfort Kitchen,"101 McInnis Pkwy, San Rafael, CA 94903",$20–30,,3.9,restaurant,13,20,30,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94903
La Hacienda San Rafael,"3815 Redwood Hwy, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.2,mexican restaurant,558,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Gaspare's Pizzeria Ristorante,"200 Merrydale Rd, San Rafael, CA 94903",$20–30,Free parking lot|Free street parking|Parking,4.5,pizza restaurant,380,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
McDonald's,"190 Merrydale Rd, San Rafael, CA 94903",$1–10,Free parking lot|Free street parking|Parking,3.6,fast food restaurant,1131,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
A&W Restaurant,"3741 Redwood Hwy, San Rafael, CA 94903",$10–20,Free parking lot|Free street parking|Parking,4.3,fast food restaurant,1615,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Ristorante La Toscana,"3751 Redwood Hwy, San Rafael, CA 94903",$30–50,Free parking lot|Free street parking|Parking,4.5,italian restaurant,670,30,50,40,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94903
Laos Kitchen,"887 4th St, San Rafael, CA 94901",$20–30,Paid street parking,4.8,laotian restaurant,205,20,30,25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
The Kitchen Table,"1574 4th St, San Rafael, CA 94901",$50–100,Free street parking,4.4,restaurant,129,50,100,75,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Paradise Sushi & Grill,"816 4th St, San Rafael, CA 94901",,Paid street parking|Parking,4.4,japanese restaurant,39,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Menya Shono,"908 4th St, San Rafael, CA 94901",$20–30,Paid parking lot|Paid street parking|Parking,4.3,authentic japanese restaurant,269,20,30,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Humbowl,"1016 Court St, San Rafael, CA 94901",,Paid parking garage|Paid street parking|Parking,5,restaurant,22,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
VIN,"881 4th St, San Rafael, CA 94901",$30–50,Parking,4.9,restaurant,45,30,50,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Thai Food Express -San Rafael,"857 4th St, San Rafael, CA 94901",$20–30,,4.3,thai restaurant,108,20,30,25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
La Esperanza Pupusería & Dinner,"916 B St, San Rafael, CA 94901",$10–20,Free street parking|Paid parking lot|Parking,4.1,salvadoran restaurant,163,10,20,15,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Oliver's Pizzeria,"883 Commercial Pl, San Rafael, CA 94901",$20–30,Free parking lot|Free street parking|Paid parking garage|Paid parking lot|Paid street parking|Parking,4.7,restaurant,93,20,30,25,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Thai Smile,"534 4th St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,4.4,thai restaurant,225,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Jasmine Market,"307 3rd St, San Rafael, CA 94901",,Free street parking,4.6,market,112,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Best Burgers,"323 3rd St Suite A, San Rafael, CA 94901",$10–20,Free street parking|Parking,3.7,hamburger restaurant,129,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Golden Era 1,"842 4th St, San Rafael, CA 94901",$10–20,Free street parking|Paid street parking|Parking,4.9,vietnamese restaurant,89,10,20,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
KFC,"555 Second St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,3.5,chicken restaurant,312,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Taco Bell / KFC,"555 Second St, San Rafael, CA 94901",$1–10,Free parking lot|Free street parking|Parking,3.7,fast food restaurant,552,1,10,5.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Starbucks,"777 Grand Ave, San Rafael, CA 94901",$1–10,Free parking lot|Free street parking,4.1,coffee shop,277,1,10,5.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Royal Thai Restaurant,"610 3rd St, San Rafael, CA 94901",$20–30,Free parking lot|Free street parking,4.6,thai restaurant,187,20,30,25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Lotus Cuisine of India,"812 4th St, San Rafael, CA 94901",$20–30,Free parking lot|Parking,4.4,indian restaurant,716,20,30,25,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Los Moles Hecho En Casa,"912 Lincoln Ave, San Rafael, CA 94901",$20–30,Free street parking|Paid street parking|Parking,4.3,mexican restaurant,789,20,30,25,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Extreme Pizza - San Rafael,"703 4th St, San Rafael, CA 94901",$10–20,Free street parking|Paid street parking|Parking,4.3,pizza restaurant,348,10,20,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Bay Thai Cuisine,"809 4th St, San Rafael, CA 94901",$10–20,Free street parking|Parking,4.6,thai restaurant,225,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Theresa and Johnnys Cafe,"817 4th St, San Rafael, CA 94901",$10–20,Free street parking|Paid street parking|Parking,4.5,restaurant,661,10,20,15,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Hot Italian,"909 Lincoln Ave, San Rafael, CA 94901",$20–30,Free street parking|Paid parking lot|Paid street parking|Parking,4.7,pizza restaurant,49,20,30,25,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Sol Food,"903 Lincoln Ave, San Rafael, CA 94901",$20–30,Paid parking lot|Paid street parking|Parking,4.6,puerto rican restaurant,4895,20,30,25,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Mauna Loa Hawaiian BBQ,"810 3rd St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Paid parking lot,4.3,hawaiian restaurant,272,10,20,15,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Java Detour,"836 Second St, San Rafael, CA 94901",$1–10,,4.3,coffee shop,193,1,10,5.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,San Rafael,CA,94901
Sabor A México,"1559 4th St, San Rafael, CA 94901",$20–30,Free street parking|Paid street parking,4.6,mexican restaurant,261,20,30,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Armida's Bakery and Cafe,"2 Bayview St, San Rafael, CA 94901",$10–20,Free street parking|Parking,4.5,restaurant,161,10,20,15,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
7-Eleven,"703 B St, San Rafael, CA 94901",$,Free parking lot|Free street parking,2.8,convenience store,24,,,,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Garden Cafe,"718 B St, San Rafael, CA 94901",$20–30,Free parking lot|Free street parking|Parking,4.7,cafe,504,20,30,25,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Saigon Village restaurant,"720 B St, San Rafael, CA 94901",$10–20,Free parking lot|Free street parking|Parking,4.5,vietnamese restaurant,252,10,20,15,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
Flatiron,"724 B St, San Rafael, CA 94901",$20–30,Free street parking|Paid parking garage|Paid street parking,4.4,restaurant,403,20,30,25,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,San Rafael,CA,94901
